Volume,Symbol,Adj_Close,High,Low,Date,Close,Open
870300,UBM.L,341.159,499.51,486.702,2007-12-28,497.958,486.702
1390500,UBM.L,337.17,503.78,489.419,2007-12-27,492.136,503.78
671300,UBM.L,340.361,501.451,489.031,2007-12-24,496.793,490.972
3768300,UBM.L,336.638,501.063,475.835,2007-12-21,491.36,477.775
1837700,UBM.L,325.736,476.999,468.072,2007-12-20,475.447,474.282
2487100,UBM.L,322.279,473.894,459.146,2007-12-19,470.401,461.863
2830100,UBM.L,311.643,467.296,454.876,2007-12-18,454.876,458.758
3259600,UBM.L,313.504,464.191,449.831,2007-12-17,457.593,464.191
3761100,UBM.L,313.504,465.744,456.041,2007-12-14,457.593,461.863
3086900,UBM.L,308.186,470.401,447.114,2007-12-13,449.831,470.401
3022600,UBM.L,322.545,473.506,460.31,2007-12-12,470.789,470.013
2048300,UBM.L,328.129,495.629,471.954,2007-12-11,478.94,495.241
1644200,UBM.L,336.904,492.912,477.775,2007-12-10,491.748,477.775
1831000,UBM.L,330.788,488.643,475.059,2007-12-07,482.821,480.88
1929700,UBM.L,326.002,489.419,471.954,2007-12-06,475.835,489.419
1361000,UBM.L,331.586,483.985,476.611,2007-12-05,483.985,476.999
2136000,UBM.L,327.065,486.314,471.177,2007-12-04,477.387,483.597
1907400,UBM.L,332.384,497.958,485.15,2007-12-03,485.15,497.57
2448800,UBM.L,339.563,501.063,492.912,2007-11-30,495.629,494.853
2464800,UBM.L,340.361,502.227,490.195,2007-11-29,496.793,495.241
2014600,UBM.L,338.766,497.003,470.401,2007-11-28,494.465,478.94
2249800,UBM.L,324.406,485.15,467.684,2007-11-27,473.506,477.387
2163700,UBM.L,330.788,498.734,480.492,2007-11-26,482.821,495.241
1448100,UBM.L,336.904,492.912,483.209,2007-11-23,491.748,483.597
2006900,UBM.L,331.054,485.538,472.73,2007-11-22,483.209,485.538
3131800,UBM.L,329.458,496.017,478.552,2007-11-21,480.88,484.374
2192000,UBM.L,337.702,494.465,480.104,2007-11-20,492.912,486.702
3896800,UBM.L,331.054,521.245,480.492,2007-11-19,483.209,517.752
2014200,UBM.L,352.593,530.948,512.318,2007-11-16,514.647,527.067
1720700,UBM.L,364.292,543.368,530.948,2007-11-15,531.724,542.98
2309300,UBM.L,369.079,545.696,532.888,2007-11-14,538.71,543.368
2107500,UBM.L,366.42,535.605,521.633,2007-11-13,534.829,521.633
4596600,UBM.L,361.102,565.879,514.259,2007-11-12,527.067,525.902
2034100,UBM.L,371.472,567.043,530.948,2007-11-09,542.203,564.714
2301300,UBM.L,383.172,560.833,537.158,2007-11-08,559.281,539.875
2514900,UBM.L,377.588,578.687,550.354,2007-11-07,551.13,577.522
1425500,UBM.L,392.479,588.39,571.312,2007-11-06,572.865,581.792
1619500,UBM.L,394.074,582.18,569.372,2007-11-05,575.194,569.372
3763500,UBM.L,399.924,592.659,561.609,2007-11-02,583.732,564.714
3786100,UBM.L,389.287,582.568,561.221,2007-11-01,568.207,562.774
2675700,UBM.L,386.894,565.491,545.696,2007-10-31,564.714,548.413
994900,UBM.L,373.865,551.906,542.203,2007-10-30,545.696,542.203
1647800,UBM.L,374.663,556.952,546.473,2007-10-29,546.861,552.683
846200,UBM.L,379.715,558.893,547.637,2007-10-26,554.235,558.893
1961100,UBM.L,379.449,557.34,544.92,2007-10-25,553.847,551.906
2653000,UBM.L,373.067,548.413,537.934,2007-10-24,544.532,545.696
2743300,UBM.L,371.472,546.085,536.382,2007-10-23,542.203,537.158
2829000,UBM.L,363.495,534.441,520.857,2007-10-22,530.56,520.857
4217600,UBM.L,365.356,541.427,525.902,2007-10-19,533.277,541.427
3402300,UBM.L,369.344,555.788,539.098,2007-10-18,539.098,555.011
5057200,UBM.L,378.652,561.609,551.13,2007-10-17,552.683,560.445
3837000,UBM.L,381.311,558.116,550.742,2007-10-16,556.564,551.518
1774200,UBM.L,380.247,580.627,554.235,2007-10-15,555.011,572.089
2611500,UBM.L,390.883,571.70,557.34,2007-10-12,570.536,562.774
2110800,UBM.L,390.351,580.627,567.819,2007-10-11,569.76,580.627
4264500,UBM.L,390.617,571.70,563.55,2007-10-10,570.148,566.655
2193300,UBM.L,385.565,568.596,555.788,2007-10-09,562.774,555.788
1838000,UBM.L,385.299,570.148,560.833,2007-10-08,562.386,569.76
928000,UBM.L,387.427,566.655,555.788,2007-10-05,565.491,558.504
1488500,UBM.L,383.704,571.70,557.728,2007-10-04,560.057,569.372
1572200,UBM.L,389.022,567.819,560.445,2007-10-03,567.819,560.445
2674200,UBM.L,382.64,566.267,549.19,2007-10-02,558.504,557.34
2806300,UBM.L,376.79,554.235,532.112,2007-10-01,549.966,533.277
4941500,UBM.L,368.281,548.025,531.336,2007-09-28,537.546,542.203
4211900,UBM.L,373.333,558.504,544.144,2007-09-27,544.92,552.294
2501900,UBM.L,372.27,549.578,541.427,2007-09-26,543.368,547.637
3609200,UBM.L,372.004,553.071,539.098,2007-09-25,542.98,551.906
1371600,UBM.L,378.119,557.728,550.742,2007-09-24,551.906,551.518
1876000,UBM.L,381.842,562.774,551.13,2007-09-21,557.34,551.13
3726700,UBM.L,382.108,565.102,551.906,2007-09-20,557.728,563.55
1870800,UBM.L,389.554,582.956,561.609,2007-09-19,568.596,565.102
1987200,UBM.L,377.056,560.057,548.801,2007-09-18,550.354,549.966
1757400,UBM.L,379.183,560.057,548.413,2007-09-17,553.459,555.011
2651300,UBM.L,383.438,568.207,556.952,2007-09-14,559.669,563.55
2134400,UBM.L,390.351,575.194,567.043,2007-09-13,569.76,571.312
2429700,UBM.L,395.403,577.134,570.924,2007-09-12,577.134,574.805
1105700,UBM.L,395.403,579.075,570.924,2007-09-11,577.134,572.089
3427200,UBM.L,389.287,580.239,563.55,2007-09-10,568.207,576.358
1248900,UBM.L,396.733,592.271,578.299,2007-09-07,579.075,592.271
643400,UBM.L,403.913,595.376,580.239,2007-09-06,589.554,594.211
1195200,UBM.L,402.583,599.645,585.673,2007-09-05,587.613,593.823
791400,UBM.L,411.358,600.809,591.106,2007-09-04,600.421,598.869
1558200,UBM.L,408.965,599.257,581.403,2007-09-03,596.928,594.211
1846700,UBM.L,402.317,594.60,583.732,2007-08-31,587.225,594.60
1780600,UBM.L,402.051,588.39,573.253,2007-08-30,586.837,580.239
1730300,UBM.L,390.883,573.641,561.997,2007-08-29,570.536,561.997
3097800,UBM.L,391.149,581.015,562.386,2007-08-28,570.924,570.148
1980400,UBM.L,392.479,574.805,561.221,2007-08-24,572.865,561.609
6102200,UBM.L,387.958,572.089,564.326,2007-08-23,566.267,570.148
3014200,UBM.L,385.033,568.207,558.504,2007-08-22,561.997,564.714
2801200,UBM.L,381.311,566.267,552.294,2007-08-21,556.564,564.326
2037700,UBM.L,382.374,575.582,556.564,2007-08-20,558.116,565.102
4776300,UBM.L,387.16,584.508,541.427,2007-08-17,565.102,562.774
4280900,UBM.L,379.183,566.655,553.459,2007-08-16,553.459,558.504
2552500,UBM.L,394.606,585.673,575.582,2007-08-15,575.97,579.851
2470600,UBM.L,404.444,599.645,585.285,2007-08-14,590.33,589.554
2998900,UBM.L,406.04,594.60,581.403,2007-08-13,592.659,589.554
6543000,UBM.L,393.808,579.075,566.655,2007-08-10,574.805,575.97
7341900,UBM.L,401.519,588.39,575.582,2007-08-09,586.061,580.627
4775800,UBM.L,403.913,596.928,585.673,2007-08-08,589.554,592.659
2525600,UBM.L,399.126,600.421,578.687,2007-08-07,582.568,600.421
3765700,UBM.L,403.115,593.823,579.463,2007-08-06,588.39,579.463
2504000,UBM.L,406.571,603.914,590.33,2007-08-03,593.435,596.928
2772500,UBM.L,410.56,605.079,591.106,2007-08-02,599.257,599.257
3205300,UBM.L,410.56,605.855,579.463,2007-08-01,599.257,579.463
3021200,UBM.L,410.826,617.11,590.718,2007-07-31,599.645,617.11
2581000,UBM.L,403.647,596.54,570.536,2007-07-30,589.166,584.897
4385400,UBM.L,403.115,607.019,573.641,2007-07-27,588.39,574.417
2813400,UBM.L,402.317,622.932,586.837,2007-07-26,587.225,609.348
3301300,UBM.L,418.005,624.873,605.855,2007-07-25,610.124,614.006
1958200,UBM.L,420.931,631.083,612.065,2007-07-24,614.394,623.709
1891200,UBM.L,432.099,634.188,625.649,2007-07-23,630.695,634.188
1839900,UBM.L,431.833,636.128,627.978,2007-07-20,630.307,627.978
1500400,UBM.L,432.365,636.516,622.544,2007-07-19,631.083,622.544
1137400,UBM.L,427.578,630.307,618.663,2007-07-18,624.097,618.663
2474900,UBM.L,429.972,637.681,626.425,2007-07-17,627.59,637.681
2157300,UBM.L,435.024,639.233,633.80,2007-07-16,634.964,636.516
2665400,UBM.L,433.694,641.562,631.083,2007-07-13,633.023,639.621
3915600,UBM.L,431.301,632.247,607.019,2007-07-12,629.53,624.485
3357800,UBM.L,428.908,628.754,619.439,2007-07-11,626.037,627.202
3374500,UBM.L,431.567,636.905,625.649,2007-07-10,629.918,636.905
1559400,UBM.L,434.492,642.726,631.471,2007-07-09,634.188,640.398
3152000,UBM.L,435.289,638.457,626.813,2007-07-06,635.352,630.695
3792000,UBM.L,430.503,634.964,612.065,2007-07-05,628.366,634.188
2776400,UBM.L,429.972,632.635,620.604,2007-07-04,627.59,632.635
1932900,UBM.L,426.515,626.037,615.946,2007-07-03,622.544,626.037
1702000,UBM.L,422.792,620.215,608.96,2007-07-02,617.11,608.96
3238800,UBM.L,422.792,622.156,607.796,2007-06-29,617.11,619.827
2819600,UBM.L,419.335,617.499,609.736,2007-06-28,612.065,617.499
5357500,UBM.L,416.942,614.782,605.467,2007-06-27,608.572,605.467
3835000,UBM.L,421.994,618.275,603.138,2007-06-26,615.946,603.138
2682300,UBM.L,417.74,611.677,600.033,2007-06-25,609.736,600.033
2394400,UBM.L,416.676,620.604,605.467,2007-06-22,608.184,608.184
3486300,UBM.L,420.398,625.261,610.124,2007-06-21,613.617,620.992
3872900,UBM.L,425.717,639.621,619.439,2007-06-20,621.38,632.635
3804600,UBM.L,434.492,643.891,633.80,2007-06-19,634.188,643.891
3672000,UBM.L,433.96,637.293,625.649,2007-06-18,633.412,630.695
3130500,UBM.L,434.226,635.352,627.202,2007-06-15,633.80,635.352
4997100,UBM.L,430.237,636.516,623.709,2007-06-14,627.978,634.188
3224600,UBM.L,421.994,623.709,612.065,2007-06-13,615.946,620.215
1969600,UBM.L,424.919,632.247,619.827,2007-06-12,620.215,627.978
2073400,UBM.L,432.099,638.069,629.142,2007-06-11,630.695,638.069
3187300,UBM.L,430.769,635.74,620.992,2007-06-08,628.754,625.261
4457500,UBM.L,433.162,647.384,630.695,2007-06-07,632.247,647.384
5467600,UBM.L,437.948,667.954,635.352,2007-06-06,639.233,667.566
2810800,UBM.L,449.649,672.612,655.534,2007-06-05,656.311,670.283
2090200,UBM.L,455.233,666.014,656.699,2007-06-04,664.461,657.863
2299000,UBM.L,454.169,666.014,652.041,2007-06-01,662.909,652.041
3471400,UBM.L,449.915,660.968,647.384,2007-05-31,656.699,660.968
1883000,UBM.L,445.394,654.758,640.01,2007-05-30,650.101,640.01
997500,UBM.L,447.787,658.639,651.653,2007-05-29,653.594,652.429
1326300,UBM.L,448.053,654.37,641.95,2007-05-25,653.982,641.95
1853800,UBM.L,445.394,655.146,646.219,2007-05-24,650.101,646.219
3268100,UBM.L,448.319,660.58,642.726,2007-05-23,654.37,642.726
2575000,UBM.L,444.862,657.475,647.772,2007-05-22,649.324,650.877
2918500,UBM.L,449.382,673.00,653.594,2007-05-21,655.922,673.00
2634200,UBM.L,454.967,666.79,651.653,2007-05-18,664.073,656.311
1970000,UBM.L,450.712,660.58,650.489,2007-05-17,657.863,654.37
3370800,UBM.L,445.128,652.818,638.457,2007-05-16,649.713,638.457
6751300,UBM.L,443.533,651.653,631.859,2007-05-15,647.384,649.324
1291400,UBM.L,438.214,648.16,638.457,2007-05-14,639.621,648.16
4914700,UBM.L,434.226,638.457,616.722,2007-05-11,633.80,616.722
8103000,UBM.L,435.821,652.041,636.128,2007-05-10,636.128,643.891
7945900,UBM.L,444.064,676.493,647.384,2007-05-09,648.16,663.685
3552200,UBM.L,449.649,677.657,652.429,2007-05-08,656.311,676.881
7705700,UBM.L,461.083,678.822,645.055,2007-05-04,673.00,654.37
3774900,UBM.L,439.81,648.548,633.412,2007-05-03,641.95,648.548
7136200,UBM.L,436.353,681.15,633.412,2007-05-02,636.905,645.831
1430900,UBM.L,440.342,650.489,631.083,2007-05-01,642.726,632.247
6639500,UBM.L,433.162,634.188,627.59,2007-04-30,632.247,633.023
2289900,UBM.L,430.769,647.772,620.992,2007-04-27,628.754,631.859
1432200,UBM.L,428.376,633.412,620.992,2007-04-26,625.261,632.635
1245000,UBM.L,427.046,626.813,619.051,2007-04-25,623.32,621.768
2131800,UBM.L,431.301,635.74,617.887,2007-04-24,629.53,627.978
1278200,UBM.L,433.694,646.996,629.142,2007-04-23,633.023,646.996
1836500,UBM.L,438.481,644.667,630.695,2007-04-20,640.01,630.695
2199700,UBM.L,433.428,634.188,620.992,2007-04-19,632.635,620.992
2358800,UBM.L,430.237,633.023,625.649,2007-04-18,627.978,626.037
2535300,UBM.L,433.162,633.80,617.887,2007-04-17,632.247,632.635
1646000,UBM.L,428.376,630.307,622.156,2007-04-16,625.261,630.307
1841800,UBM.L,426.249,631.083,619.827,2007-04-13,622.156,631.083
1748300,UBM.L,429.173,627.202,618.663,2007-04-12,626.425,620.215
2003700,UBM.L,429.439,629.142,620.604,2007-04-11,626.813,622.932
2373000,UBM.L,430.237,633.80,619.439,2007-04-10,627.978,631.471
1760000,UBM.L,427.313,625.261,598.093,2007-04-05,623.709,598.093
1926800,UBM.L,424.919,637.681,618.275,2007-04-04,620.215,636.128
2509700,UBM.L,431.567,648.936,621.768,2007-04-03,629.918,630.307
3447200,UBM.L,423.324,620.604,612.841,2007-04-02,617.887,620.604
2837000,UBM.L,421.728,621.38,615.17,2007-03-30,615.558,618.663
1812100,UBM.L,424.387,624.873,615.558,2007-03-29,619.439,622.156
2888800,UBM.L,421.197,622.156,608.572,2007-03-28,614.782,608.572
2213500,UBM.L,423.058,628.754,612.453,2007-03-27,617.499,628.754
1535900,UBM.L,424.387,626.813,616.334,2007-03-26,619.439,617.499
4073900,UBM.L,427.313,629.142,612.453,2007-03-23,623.709,616.334
2426900,UBM.L,423.59,635.74,617.11,2007-03-22,618.275,633.80
3662100,UBM.L,425.717,626.425,618.275,2007-03-21,621.38,623.32
3666500,UBM.L,428.11,650.489,608.572,2007-03-20,624.873,626.813
5455300,UBM.L,425.451,622.156,607.407,2007-03-19,620.992,614.782
5652100,UBM.L,419.069,617.11,601.586,2007-03-16,611.677,610.512
2253800,UBM.L,423.324,617.887,604.303,2007-03-15,617.887,613.229
2922700,UBM.L,410.56,612.453,598.093,2007-03-14,599.257,606.631
9189100,UBM.L,426.515,628.366,613.229,2007-03-13,622.544,613.229
3986000,UBM.L,423.59,622.156,612.065,2007-03-12,618.275,612.065
8731000,UBM.L,421.994,620.604,607.796,2007-03-09,615.946,620.215
17262700,UBM.L,424.919,630.307,615.558,2007-03-08,620.215,615.946
9870700,UBM.L,415.612,613.229,591.106,2007-03-07,606.631,605.467
3302800,UBM.L,398.328,583.732,572.477,2007-03-06,581.403,572.477
4757700,UBM.L,392.213,577.91,565.102,2007-03-05,572.477,565.102
13526700,UBM.L,400.988,589.554,558.893,2007-03-02,585.285,568.207
4709000,UBM.L,375.726,556.564,539.875,2007-03-01,548.413,552.294
5716400,UBM.L,377.056,553.071,542.203,2007-02-28,550.354,542.203
6359900,UBM.L,383.172,571.312,556.564,2007-02-27,559.281,563.162
913000,UBM.L,392.213,580.627,562.386,2007-02-26,572.477,562.774
3349200,UBM.L,391.681,579.851,570.536,2007-02-23,571.70,577.522
7523300,UBM.L,392.479,578.299,555.788,2007-02-22,572.865,562.774
7269100,UBM.L,379.981,555.788,550.742,2007-02-21,554.623,552.683
3530800,UBM.L,378.652,554.623,551.518,2007-02-20,552.683,551.906
1460200,UBM.L,377.588,558.504,549.578,2007-02-19,551.13,558.504
3247900,UBM.L,379.449,560.057,546.473,2007-02-16,553.847,546.861
7189000,UBM.L,377.588,552.683,548.413,2007-02-15,551.13,548.801
4241300,UBM.L,374.397,550.742,542.591,2007-02-14,546.473,545.308
2903300,UBM.L,373.865,549.578,543.756,2007-02-13,545.696,544.144
2098000,UBM.L,374.131,549.578,540.263,2007-02-12,546.085,540.263
2054900,UBM.L,374.929,550.354,543.756,2007-02-09,547.249,543.756
2982100,UBM.L,373.333,548.413,537.546,2007-02-08,544.92,537.546
4217200,UBM.L,374.131,551.13,523.962,2007-02-07,546.085,546.473
3508700,UBM.L,376.259,556.952,546.861,2007-02-06,549.19,546.861
3722900,UBM.L,376.79,559.669,547.249,2007-02-05,549.966,548.801
2161800,UBM.L,381.576,559.281,545.696,2007-02-02,556.952,545.696
2721000,UBM.L,379.715,554.235,548.413,2007-02-01,554.235,554.235
2379400,UBM.L,374.397,567.043,544.92,2007-01-31,546.473,546.085
3423800,UBM.L,376.79,559.281,546.861,2007-01-30,549.966,555.788
1999500,UBM.L,380.779,555.788,528.231,2007-01-29,555.788,544.144
2450000,UBM.L,378.652,556.176,548.025,2007-01-26,552.683,548.025
5089100,UBM.L,380.779,570.536,548.801,2007-01-25,555.788,549.19
1984300,UBM.L,382.108,561.609,555.011,2007-01-24,557.728,558.893
5965900,UBM.L,379.449,560.833,553.071,2007-01-23,553.847,558.893
4271700,UBM.L,382.64,567.819,557.728,2007-01-22,558.504,560.445
5481900,UBM.L,388.756,576.746,562.386,2007-01-19,567.431,567.819
4997500,UBM.L,387.692,565.879,565.879,2007-01-18,565.879,565.879
3027300,UBM.L,384.501,562.774,558.504,2007-01-17,561.221,561.221
6010900,UBM.L,382.108,561.221,555.011,2007-01-16,557.728,557.34
1086800,UBM.L,383.97,563.162,557.728,2007-01-15,560.445,558.893
2984200,UBM.L,383.172,566.267,558.504,2007-01-12,559.281,562.386
4883200,UBM.L,388.49,568.984,558.116,2007-01-11,567.043,558.116
4616700,UBM.L,382.64,563.162,551.518,2007-01-10,558.504,551.518
4194600,UBM.L,382.374,559.669,549.19,2007-01-09,558.116,549.966
3153400,UBM.L,376.79,554.235,544.92,2007-01-08,549.966,544.92
1986600,UBM.L,374.131,550.742,540.651,2007-01-05,546.085,540.651
2334900,UBM.L,376.259,556.176,547.249,2007-01-04,549.19,547.249
2701200,UBM.L,378.917,556.952,548.025,2007-01-03,553.071,548.413
1467700,UBM.L,374.663,549.19,529.784,2007-01-02,546.861,529.784
651500,UBM.L,368.547,543.368,524.35,2006-12-29,537.934,529.784
1607500,UBM.L,368.547,542.203,535.993,2006-12-28,537.934,537.158
6966600,UBM.L,370.143,540.263,528.231,2006-12-27,540.263,534.829
737100,UBM.L,366.951,542.98,535.605,2006-12-22,535.605,542.98
3306400,UBM.L,370.94,543.368,538.71,2006-12-21,541.427,541.427
6869300,UBM.L,369.877,549.578,539.487,2006-12-20,539.875,549.578
3514900,UBM.L,372.004,549.19,535.605,2006-12-19,542.98,535.605
1899600,UBM.L,371.206,543.756,539.098,2006-12-18,541.815,539.098
2709700,UBM.L,371.737,545.696,534.829,2006-12-15,542.591,542.591
1934300,UBM.L,369.611,546.861,535.993,2006-12-14,539.487,543.756
5860200,UBM.L,374.131,550.354,534.829,2006-12-13,546.085,536.77
3414900,UBM.L,365.622,544.532,532.112,2006-12-12,533.665,544.144
1761700,UBM.L,373.865,545.696,540.263,2006-12-11,545.696,542.591
1197900,UBM.L,371.472,545.696,537.158,2006-12-08,542.203,537.158
4307200,UBM.L,371.737,546.861,536.77,2006-12-07,542.591,538.71
1969700,UBM.L,372.536,553.071,538.71,2006-12-06,543.756,546.085
3361000,UBM.L,372.536,547.249,535.605,2006-12-05,543.756,535.605
1985400,UBM.L,366.154,537.158,529.395,2006-12-04,534.441,537.158
2688500,UBM.L,366.951,550.742,534.829,2006-12-01,535.605,548.801
6802000,UBM.L,372.27,551.518,539.487,2006-11-30,543.368,548.801
1746900,UBM.L,377.588,552.294,544.92,2006-11-29,551.13,549.19
6913100,UBM.L,373.865,547.637,535.993,2006-11-28,545.696,547.637
5722800,UBM.L,377.588,574.417,543.368,2006-11-27,551.13,543.368
2587500,UBM.L,370.674,541.815,534.441,2006-11-24,541.039,534.441
2113900,UBM.L,368.813,543.368,534.829,2006-11-23,538.322,537.934
6552600,UBM.L,369.877,550.354,537.934,2006-11-22,539.875,541.815
3755200,UBM.L,369.611,541.039,532.50,2006-11-21,539.487,532.50
1652100,UBM.L,366.951,536.382,529.395,2006-11-20,535.605,532.50
2014300,UBM.L,367.217,538.322,533.277,2006-11-17,535.993,533.277
1241100,UBM.L,367.484,540.263,532.888,2006-11-16,536.382,534.829
4075100,UBM.L,368.813,539.098,533.277,2006-11-15,538.322,539.098
3976300,UBM.L,366.951,538.322,530.948,2006-11-14,535.605,537.934
2382700,UBM.L,366.951,536.77,525.126,2006-11-13,535.605,525.126
2802600,UBM.L,362.165,530.948,525.902,2006-11-10,528.619,527.455
1607800,UBM.L,362.431,538.322,528.231,2006-11-09,529.007,538.322
3153400,UBM.L,364.558,535.217,526.679,2006-11-08,532.112,530.172
2583600,UBM.L,367.484,542.591,533.665,2006-11-07,536.382,542.591
5105100,UBM.L,370.408,540.651,530.56,2006-11-06,540.651,530.56
930200,UBM.L,364.824,534.441,528.619,2006-11-03,532.50,534.441
2257400,UBM.L,366.154,535.605,527.067,2006-11-02,534.441,534.441
1984500,UBM.L,367.217,543.756,533.277,2006-11-01,535.993,534.441
3026000,UBM.L,369.079,540.263,530.56,2006-10-31,538.71,530.56
2601700,UBM.L,366.42,537.546,524.738,2006-10-30,534.829,529.007
1971600,UBM.L,367.749,551.518,533.277,2006-10-27,536.77,543.368
4198000,UBM.L,373.333,553.459,538.71,2006-10-26,544.92,549.19
3297100,UBM.L,369.344,541.427,516.587,2006-10-25,539.098,531.724
2574200,UBM.L,366.685,537.158,531.724,2006-10-24,535.217,531.724
1777500,UBM.L,366.42,541.039,533.277,2006-10-23,534.829,541.039
1736300,UBM.L,366.951,539.487,533.665,2006-10-20,535.605,537.546
5127700,UBM.L,369.079,544.532,525.126,2006-10-19,538.71,525.126
2595500,UBM.L,363.761,534.053,524.35,2006-10-18,530.948,529.784
2462100,UBM.L,358.709,530.56,519.692,2006-10-17,523.574,526.29
1769200,UBM.L,361.633,531.724,526.679,2006-10-16,527.843,530.948
2486800,UBM.L,364.292,533.665,528.231,2006-10-13,531.724,533.277
3247500,UBM.L,362.165,539.875,528.619,2006-10-12,528.619,531.724
2414400,UBM.L,363.495,534.829,526.29,2006-10-11,530.56,527.843
2077700,UBM.L,363.495,535.993,529.007,2006-10-10,530.56,535.993
3183100,UBM.L,363.761,538.71,528.619,2006-10-09,530.948,532.50
4406900,UBM.L,370.143,557.34,530.948,2006-10-06,540.263,557.34
7232800,UBM.L,380.512,555.399,533.277,2006-10-05,555.399,537.158
4308100,UBM.L,362.697,531.724,511.542,2006-10-04,529.395,511.542
2434600,UBM.L,347.541,508.437,503.003,2006-10-03,507.273,505.332
3387600,UBM.L,349.401,515.035,507.273,2006-10-02,509.989,514.647
3645200,UBM.L,352.327,517.364,510.766,2006-09-29,514.259,514.647
2415100,UBM.L,350.731,517.364,511.154,2006-09-28,511.93,516.199
6248200,UBM.L,351.795,523.962,504.556,2006-09-27,513.483,510.378
4641000,UBM.L,344.615,503.391,490.972,2006-09-26,503.003,493.30
1740700,UBM.L,334.777,490.583,483.597,2006-09-25,488.643,489.031
1894000,UBM.L,335.043,489.807,484.374,2006-09-22,489.031,484.374
3200600,UBM.L,335.043,490.972,483.209,2006-09-21,489.031,483.209
2169100,UBM.L,331.32,483.597,480.88,2006-09-20,483.597,482.821
3776500,UBM.L,330.256,487.09,476.611,2006-09-19,482.045,482.045
2419900,UBM.L,328.661,484.762,478.552,2006-09-18,479.716,484.762
1998900,UBM.L,332.384,488.643,482.433,2006-09-15,485.15,483.597
1657000,UBM.L,332.118,486.702,482.433,2006-09-14,484.762,482.433
1566600,UBM.L,331.586,490.195,481.657,2006-09-13,483.985,485.926
1454900,UBM.L,333.447,487.867,476.999,2006-09-12,486.702,481.269
880700,UBM.L,328.129,487.09,476.223,2006-09-11,478.94,487.09
917000,UBM.L,332.118,487.478,482.045,2006-09-08,484.762,485.15
1335200,UBM.L,329.991,485.538,480.88,2006-09-07,481.657,482.433
1721300,UBM.L,334.245,492.912,486.702,2006-09-06,487.867,492.912
2662000,UBM.L,335.84,493.30,483.985,2006-09-05,490.195,493.30
1580200,UBM.L,335.043,490.583,486.702,2006-09-04,489.031,489.031
1351200,UBM.L,332.915,486.314,480.492,2006-09-01,485.926,482.433
1721600,UBM.L,328.129,483.597,477.387,2006-08-31,478.94,482.433
1518500,UBM.L,330.522,483.209,475.835,2006-08-30,482.433,478.552
932600,UBM.L,327.863,482.433,469.237,2006-08-29,478.552,481.657
1163800,UBM.L,327.598,479.716,474.671,2006-08-25,478.164,478.552
1075200,UBM.L,329.725,481.657,473.118,2006-08-24,481.269,476.223
1617100,UBM.L,326.268,485.926,475.447,2006-08-23,476.223,484.762
2909300,UBM.L,330.256,485.15,476.999,2006-08-22,482.045,477.387
1607600,UBM.L,326.534,478.164,470.401,2006-08-21,476.611,473.118
3863900,UBM.L,327.598,479.328,475.447,2006-08-18,478.164,478.552
5072700,UBM.L,328.129,483.597,473.894,2006-08-17,478.94,476.611
6086600,UBM.L,324.672,475.835,470.401,2006-08-16,473.894,475.835
2316500,UBM.L,323.343,474.671,468.849,2006-08-15,471.954,468.849
4019600,UBM.L,323.875,478.94,469.237,2006-08-14,472.73,478.94
3476900,UBM.L,323.343,473.506,468.461,2006-08-11,471.954,468.461
5410200,UBM.L,322.279,480.492,457.981,2006-08-10,470.401,473.506
1896400,UBM.L,329.192,482.433,475.835,2006-08-09,480.492,482.433
1891000,UBM.L,327.863,487.867,477.775,2006-08-08,478.552,486.702
948400,UBM.L,329.991,486.314,475.447,2006-08-07,481.657,477.775
2123800,UBM.L,332.384,508.825,481.269,2006-08-04,485.15,492.912
